Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Umag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag
0.0008922,-1.24000,9.00000,0.0900000036,1.0816895926,0.090,-3.186,3.4623,5.379,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-5.63e-17,0.00,7.491e-01,2.500e-01,1.650e-04,4.452e-05,4.038e-04,-1.000,9.177e-04,12.734,20.553,17.826,15.816,13.974,12.163,10.708,10.334,10.199
0.0008922,-1.24000,9.00000,0.0930886939,1.1106346693,0.093,-3.117,3.4720,5.364,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-6.6e-17,0.00,7.490e-01,2.500e-01,1.650e-04,4.452e-05,4.038e-04,-1.000,9.177e-04,12.562,19.941,17.373,15.383,13.671,11.968,10.567,10.159,10.018
0.0008922,-1.24000,9.00000,0.0983880833,1.1574986798,0.098,-2.991,3.4903,5.335,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-8.86e-17,0.00,7.489e-01,2.501e-01,1.650e-04,4.452e-05,4.038e-04,-1.000,9.177e-04,12.246,18.806,16.547,14.604,13.113,11.618,10.314,9.846,9.691
0.0008922,-1.24000,9.00000,0.1000000015,1.1711064122,0.100,-2.951,3.4960,5.325,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-9.73e-17,0.00,7.489e-01,2.502e-01,1.650e-04,4.452e-05,4.038e-04,-1.000,9.177e-04,12.147,18.472,16.304,14.383,12.945,11.510,10.233,9.752,9.592
0.0008922,-1.24000,9.00000,0.1081778631,1.2360008960,0.108,-2.830,3.5099,5.293,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.28e-16,0.00,7.489e-01,2.502e-01,1.650e-04,4.452e-05,4.038e-04,-1.000,9.177e-04,11.844,17.604,15.657,13.799,12.482,11.190,9.976,9.464,9.291
0.0008922,-1.24000,9.00000,0.1199999973,1.3193154249,0.120,-2.668,3.5284,5.251,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.85e-16,0.00,7.488e-01,2.503e-01,1.650e-04,4.452e-05,4.038e-04,-1.000,9.177e-04,11.441,16.521,14.837,13.090,11.892,10.768,9.632,9.090,8.904
0.0008922,-1.24000,9.00000,0.1400000006,1.4384526719,0.140,-2.489,3.5445,5.203,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-2.73e-16,0.00,7.486e-01,2.505e-01,1.650e-04,4.452e-05,4.038e-04,-1.000,9.178e-04,10.992,15.559,14.066,12.426,11.308,10.307,9.232,8.673,8.479
0.0008922,-1.24000,9.00000,0.1464883834,1.4724313990,0.146,-2.443,3.5480,5.190,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-3.01e-16,0.00,7.486e-01,2.505e-01,1.650e-04,4.452e-05,4.038e-04,-1.000,9.177e-04,10.877,15.339,13.884,12.269,11.166,10.189,9.128,8.566,8.371
0.0008922,-1.24000,9.00000,0.1599999964,1.5372931554,0.160,-2.353,3.5548,5.167,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-3.64e-16,0.00,7.485e-01,2.506e-01,1.650e-04,4.452e-05,4.038e-04,-1.000,9.177e-04,10.654,14.919,13.536,11.967,10.893,9.962,8.925,8.358,8.160
0.0008922,-1.24000,9.00000,0.2000000179,1.6938791367,0.200,-2.148,3.5689,5.114,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-5.55e-16,0.00,7.483e-01,2.508e-01,1.650e-04,4.452e-05,4.038e-04,-1.000,9.176e-04,10.140,14.022,12.780,11.304,10.288,9.442,8.454,7.879,7.675
0.0008922,-1.24000,9.00000,0.2500000000,1.8403257998,0.250,-1.957,3.5805,5.067,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-8.12e-16,0.00,7.481e-01,2.510e-01,1.650e-04,4.452e-05,4.038e-04,-1.000,9.176e-04,9.663,13.266,12.122,10.721,9.750,8.960,8.010,7.432,7.226
0.0008922,-1.24000,9.00000,0.3000000417,1.9529140366,0.300,-1.806,3.5892,5.029,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.1e-15,0.00,7.480e-01,2.511e-01,1.650e-04,4.452e-05,4.038e-04,-1.000,9.177e-04,9.284,12.682,11.615,10.268,9.332,8.579,7.657,7.075,6.871
0.0008922,-1.24000,9.00000,0.3467383683,2.0380391405,0.347,-1.664,3.5957,4.977,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.5e-15,0.00,7.488e-01,2.503e-01,1.650e-04,4.452e-05,4.038e-04,-1.000,9.177e-04,8.931,12.184,11.168,9.862,8.953,8.225,7.322,6.738,6.537
0.0008922,-1.24000,9.00000,0.3499999940,2.0434174644,0.350,-1.657,3.5963,4.976,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.52e-15,0.00,7.488e-01,2.503e-01,1.650e-04,4.452e-05,4.038e-04,-1.000,9.178e-04,8.912,12.153,11.142,9.838,8.932,8.205,7.304,6.720,6.519
0.0008922,-1.24000,9.00000,0.3762570918,2.0844672606,0.376,-1.578,3.6017,4.950,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.81e-15,0.00,7.490e-01,2.501e-01,1.650e-04,4.452e-05,4.038e-04,-1.000,9.177e-04,8.714,11.842,10.869,9.598,8.714,8.005,7.120,6.535,6.339
0.0008922,-1.24000,9.00000,0.4000000060,2.1185024399,0.400,-1.512,3.6065,4.930,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-2.09e-15,0.00,7.491e-01,2.499e-01,1.650e-04,4.452e-05,4.038e-04,-1.000,9.177e-04,8.550,11.583,10.643,9.399,8.533,7.840,6.968,6.381,6.190
0.0008922,-1.24000,9.00000,0.4500000179,2.1822809362,0.450,-1.348,3.6220,4.879,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-3.05e-15,0.00,7.491e-01,2.499e-01,1.650e-04,4.452e-05,4.038e-04,-1.000,9.177e-04,8.141,10.881,10.037,8.880,8.074,7.427,6.599,6.007,5.837
0.0008922,-1.24000,9.00000,0.5000000000,2.2374541529,0.500,-1.164,3.6460,4.837,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-4.64e-15,0.00,7.491e-01,2.499e-01,1.650e-04,4.452e-05,4.038e-04,-1.000,9.177e-04,7.681,9.988,9.290,8.261,7.547,6.969,6.203,5.616,5.480
0.0008922,-1.24000,9.00000,0.5500000715,2.2836583126,0.550,-0.980,3.6735,4.804,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-7.02e-15,0.00,7.522e-01,2.469e-01,1.631e-04,4.402e-05,3.993e-04,-1.000,9.177e-04,7.220,9.016,8.528,7.632,7.021,6.513,5.824,5.281,5.172
0.0008922,-1.24000,9.00000,0.6000000238,2.3211213258,0.600,-0.809,3.6973,4.766,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.04e-14,0.00,7.530e-01,2.460e-01,1.626e-04,4.389e-05,3.981e-04,-1.000,9.176e-04,6.792,8.161,7.887,7.085,6.553,6.093,5.481,4.998,4.905
0.0008922,-1.24000,9.00000,0.6223489642,2.3356454625,0.622,-0.734,3.7084,4.751,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.23e-14,0.00,7.535e-01,2.456e-01,1.624e-04,4.382e-05,3.974e-04,-1.000,9.177e-04,6.604,7.799,7.617,6.855,6.354,5.913,5.336,4.880,4.794
0.0008922,-1.24000,9.00000,0.6499999762,2.3520353107,0.650,-0.645,3.7220,4.736,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.51e-14,0.00,7.540e-01,2.450e-01,1.621e-04,4.373e-05,3.967e-04,-1.000,9.178e-04,6.383,7.386,7.305,6.591,6.124,5.706,5.168,4.745,4.666
0.0008922,-1.24000,9.00000,0.6999999881,2.3779266974,0.700,-0.491,3.7461,4.710,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-2.14e-14,0.00,7.553e-01,2.438e-01,1.613e-04,4.354e-05,3.949e-04,-1.000,8.394e-04,5.997,6.718,6.783,6.153,5.736,5.356,4.883,4.508,4.443
0.0008922,-1.24000,9.00000,0.7500000000,2.3998889087,0.750,-0.346,3.7685,4.685,1,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-2.96e-14,0.00,7.571e-01,2.421e-01,1.583e-04,4.322e-05,3.927e-04,-1.000,8.726e-04,5.636,6.150,6.312,5.763,5.393,5.049,4.628,4.290,4.241
0.0008922,-1.24000,9.00000,0.7917792797,2.4158151083,0.792,-0.233,3.7826,4.652,1,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-3.89e-14,0.00,7.599e-01,2.393e-01,1.567e-04,4.280e-05,3.889e-04,-1.000,8.328e-04,5.353,5.765,5.969,5.470,5.128,4.806,4.416,4.099,4.061
0.0008922,-1.24000,9.00000,0.8000000119,2.4187244405,0.800,-0.211,3.7853,4.646,1,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-4.09e-14,0.00,7.605e-01,2.387e-01,1.564e-04,4.271e-05,3.881e-04,-1.000,8.332e-04,5.299,5.696,5.905,5.415,5.077,4.760,4.376,4.063,4.026
0.0008922,-1.24000,9.00000,0.8500000238,2.4350346840,0.850,-0.083,3.8003,4.604,1,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-5.61e-14,0.00,7.650e-01,2.341e-01,1.538e-04,4.205e-05,3.822e-04,-1.000,8.817e-04,4.978,5.300,5.527,5.088,4.778,4.485,4.132,3.843,3.816
0.0008922,-1.24000,9.00000,0.8926926255,2.4473111485,0.892,0.021,3.8125,4.569,1,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-7.24e-14,0.00,7.645e-01,2.347e-01,1.547e-04,4.229e-05,3.844e-04,-1.000,8.380e-04,4.717,4.998,5.224,4.821,4.534,4.260,3.934,3.666,3.646
0.0008922,-1.24000,9.00000,0.8999999762,2.4492786016,0.899,0.039,3.8146,4.564,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-7.56e-14,0.00,7.643e-01,2.348e-01,1.549e-04,4.234e-05,3.849e-04,-1.000,8.256e-04,4.674,4.949,5.173,4.776,4.493,4.222,3.901,3.637,3.618
0.0008922,-1.24000,9.00000,0.9470988512,2.4611264439,0.946,0.147,3.8277,4.530,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-9.84e-14,0.00,7.647e-01,2.345e-01,1.547e-04,4.230e-05,3.846e-04,-1.000,8.726e-04,4.402,4.645,4.858,4.495,4.236,3.986,3.695,3.457,3.442
0.0008922,-1.24000,9.00000,0.9499999881,2.4618121868,0.949,0.154,3.8285,4.527,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-1e-13,0.00,7.647e-01,2.344e-01,1.547e-04,4.230e-05,3.846e-04,-1.000,8.803e-04,4.385,4.627,4.839,4.478,4.220,3.972,3.682,3.446,3.431
0.0008922,-1.24000,9.00000,0.9670866728,2.4657551630,0.967,0.192,3.8334,4.517,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-1.09e-13,0.00,7.646e-01,2.345e-01,1.548e-04,4.231e-05,3.846e-04,-1.000,8.833e-04,4.291,4.525,4.729,4.380,4.131,3.890,3.612,3.386,3.372
0.0008922,-1.24000,9.00000,1.0000000000,2.4729154477,1.000,0.263,3.8427,4.497,1,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-1.3e-13,0.00,7.643e-01,2.348e-01,1.550e-04,4.236e-05,3.850e-04,-1.000,8.566e-04,4.111,4.333,4.520,4.194,3.961,3.737,3.480,3.273,3.261
0.0008922,-1.24000,9.00000,1.0302475691,2.4790339968,1.030,0.327,3.8519,4.483,1,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-1.44e-13,0.00,7.646e-01,2.345e-01,1.548e-04,4.231e-05,3.847e-04,-1.000,8.990e-04,3.952,4.165,4.332,4.027,3.812,3.604,3.368,3.180,3.169
0.0008922,-1.24000,9.00000,1.0499999523,2.4828114860,1.049,0.368,3.8579,4.475,1,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-1.54e-13,0.00,7.647e-01,2.344e-01,1.547e-04,4.229e-05,3.845e-04,-1.000,8.614e-04,3.850,4.057,4.211,3.920,3.716,3.519,3.296,3.121,3.111
0.0008922,-1.24000,9.00000,1.0625703335,2.4851315551,1.062,0.393,3.8622,4.472,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-1.59e-13,0.00,7.649e-01,2.342e-01,1.546e-04,4.227e-05,3.843e-04,-1.000,8.274e-04,3.787,3.992,4.135,3.854,3.658,3.468,3.256,3.089,3.079
0.0008922,-1.24000,9.00000,1.1000000238,2.4916801480,1.099,0.467,3.8751,4.464,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-1.76e-13,0.00,7.653e-01,2.339e-01,1.544e-04,4.222e-05,3.839e-04,-1.000,8.259e-04,3.602,3.802,3.914,3.660,3.489,3.323,3.139,2.998,2.989
0.0008922,-1.24000,9.00000,1.1499999762,2.4996678137,1.149,0.562,3.8944,4.466,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-1.96e-13,0.00,7.657e-01,2.334e-01,1.542e-04,4.216e-05,3.833e-04,-1.000,9.087e-04,3.366,3.561,3.627,3.413,3.279,3.149,3.007,2.903,2.895
0.0008922,-1.24000,9.00000,1.2000000477,2.5068948796,1.199,0.652,3.9133,4.470,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-2.14e-13,0.00,7.662e-01,2.330e-01,1.540e-04,4.211e-05,3.829e-04,-1.000,8.691e-04,3.139,3.334,3.359,3.185,3.087,2.993,2.888,2.817,2.809
0.0008922,-1.24000,9.00000,1.2500000000,2.5134610955,1.250,0.741,3.9314,4.472,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-2.31e-13,0.00,7.666e-01,2.325e-01,1.538e-04,4.205e-05,3.824e-04,-1.000,9.177e-04,2.919,3.117,3.112,2.980,2.914,2.850,2.778,2.733,2.725
0.0008922,-1.24000,9.00000,1.2999999523,2.5194498592,1.300,0.827,3.9485,4.471,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-2.45e-13,0.00,7.671e-01,2.320e-01,1.535e-04,4.199e-05,3.818e-04,-1.000,9.114e-04,2.704,2.912,2.897,2.804,2.763,2.722,2.676,2.649,2.642
0.0008922,-1.24000,9.00000,1.3135852814,2.5209867372,1.313,0.850,3.9530,4.470,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-2.48e-13,0.00,7.672e-01,2.319e-01,1.535e-04,4.197e-05,3.817e-04,-1.000,9.045e-04,2.645,2.855,2.842,2.757,2.723,2.687,2.647,2.624,2.618
0.0008922,-1.24000,9.00000,1.3421076536,2.5240972978,1.342,0.899,3.9621,4.467,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-2.56e-13,0.00,7.674e-01,2.317e-01,1.534e-04,4.195e-05,3.814e-04,-1.000,8.850e-04,2.523,2.736,2.730,2.662,2.638,2.613,2.585,2.570,2.565
0.0008922,-1.24000,9.00000,1.3500000238,2.5249313598,1.350,0.912,3.9645,4.466,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-2.58e-13,0.00,7.675e-01,2.317e-01,1.534e-04,4.194e-05,3.814e-04,-1.000,8.810e-04,2.489,2.703,2.700,2.637,2.615,2.592,2.568,2.554,2.550
0.0008922,-1.24000,9.00000,1.3761602640,2.5276174639,1.376,0.956,3.9722,4.461,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-2.62e-13,0.00,7.677e-01,2.315e-01,1.533e-04,4.191e-05,3.811e-04,-1.000,8.529e-04,2.379,2.597,2.604,2.554,2.539,2.525,2.511,2.502,2.499
0.0008922,-1.24000,9.00000,1.3999999762,2.5299650300,1.400,0.996,3.9790,4.456,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-2.67e-13,0.00,7.678e-01,2.313e-01,1.532e-04,4.190e-05,3.810e-04,-1.000,8.622e-04,2.280,2.500,2.519,2.479,2.470,2.462,2.457,2.453,2.452
0.0008922,-1.24000,9.00000,1.4188802242,2.5317599903,1.419,1.027,3.9841,4.451,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-2.67e-13,0.00,7.679e-01,2.312e-01,1.531e-04,4.188e-05,3.808e-04,-1.000,8.505e-04,2.202,2.424,2.453,2.422,2.417,2.413,2.414,2.413,2.413
0.0008922,-1.24000,9.00000,1.4432529211,2.5339974516,1.443,1.068,3.9904,4.444,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-2.68e-13,0.00,7.681e-01,2.311e-01,1.531e-04,4.187e-05,3.807e-04,-1.000,8.433e-04,2.101,2.325,2.369,2.348,2.347,2.348,2.357,2.360,2.361
0.0008922,-1.24000,9.00000,1.4500000477,2.5346015836,1.450,1.079,3.9921,4.441,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-2.69e-13,0.00,7.681e-01,2.311e-01,1.531e-04,4.187e-05,3.807e-04,-1.000,8.341e-04,2.073,2.298,2.346,2.327,2.327,2.330,2.341,2.344,2.345
0.0008922,-1.24000,9.00000,1.4850716591,2.5376404377,1.485,1.138,4.0004,4.426,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-2.64e-13,0.00,7.682e-01,2.309e-01,1.530e-04,4.184e-05,3.806e-04,-1.000,8.714e-04,1.926,2.155,2.224,2.218,2.223,2.231,2.252,2.258,2.262
0.0008922,-1.24000,9.00000,1.5000000000,2.5388844597,1.500,1.163,4.0037,4.418,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-2.63e-13,0.00,7.683e-01,2.308e-01,1.530e-04,4.184e-05,3.805e-04,-1.000,8.745e-04,1.864,2.093,2.173,2.171,2.177,2.188,2.212,2.220,2.224
0.0008922,-1.24000,9.00000,1.5141776800,2.5400398472,1.514,1.186,4.0066,4.411,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-2.56e-13,0.00,7.684e-01,2.308e-01,1.530e-04,4.184e-05,3.804e-04,-1.000,8.504e-04,1.805,2.036,2.124,2.126,2.135,2.146,2.174,2.183,2.188
0.0008922,-1.24000,9.00000,1.5458804369,2.5425354558,1.546,1.238,4.0125,4.391,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-2.44e-13,0.00,7.685e-01,2.307e-01,1.529e-04,4.185e-05,3.803e-04,-1.000,8.312e-04,1.674,1.908,2.014,2.024,2.035,2.050,2.084,2.095,2.102
0.0008922,-1.24000,9.00000,1.5499999523,2.5428511323,1.550,1.245,4.0131,4.387,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-2.43e-13,0.00,7.685e-01,2.307e-01,1.529e-04,4.185e-05,3.803e-04,-1.000,8.302e-04,1.657,1.891,1.998,2.010,2.021,2.037,2.071,2.083,2.090
0.0008922,-1.24000,9.00000,1.5717124939,2.5444835538,1.571,1.282,4.0160,4.369,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-2.24e-13,0.00,7.686e-01,2.305e-01,1.529e-04,4.183e-05,3.801e-04,-1.000,8.569e-04,1.566,1.802,1.918,1.934,1.946,1.963,2.001,2.014,2.021
0.0008922,-1.24000,9.00000,1.5935326815,2.5460726361,1.593,1.318,4.0182,4.347,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-2.09e-13,0.00,7.687e-01,2.305e-01,1.528e-04,4.181e-05,3.801e-04,-1.000,8.432e-04,1.474,1.710,1.834,1.853,1.866,1.884,1.925,1.938,1.946
0.0008922,-1.24000,9.00000,1.6000000238,2.5465340628,1.600,1.329,4.0186,4.339,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-2.05e-13,0.00,7.687e-01,2.305e-01,1.528e-04,4.181e-05,3.801e-04,-1.000,8.536e-04,1.447,1.683,1.808,1.828,1.841,1.860,1.900,1.913,1.922
0.0008922,-1.24000,9.00000,1.6200293303,2.5479362574,1.620,1.363,4.0197,4.315,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-2.12e-20,0.00,7.686e-01,2.305e-01,1.528e-04,4.187e-05,3.798e-04,-1.000,9.135e-04,1.363,1.599,1.727,1.750,1.764,1.783,1.825,1.838,1.847
0.0008922,-1.24000,9.00000,1.6435507536,2.5495328497,1.643,1.403,4.0199,4.283,1,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-1.62e-28,0.00,7.686e-01,2.306e-01,1.529e-04,4.195e-05,3.796e-04,-1.000,8.446e-04,1.264,1.497,1.627,1.652,1.666,1.685,1.726,1.740,1.749
0.0008922,-1.24000,9.00000,1.6499999762,2.5499614773,1.649,1.414,4.0195,4.271,1,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.686e-01,2.306e-01,1.529e-04,4.198e-05,3.795e-04,-1.000,8.310e-04,1.235,1.467,1.597,1.622,1.635,1.654,1.696,1.709,1.718
0.0008922,-1.24000,9.00000,1.6652652025,2.5509608365,1.665,1.440,4.0184,4.244,1,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.686e-01,2.306e-01,1.529e-04,4.194e-05,3.797e-04,-1.000,8.535e-04,1.169,1.397,1.525,1.550,1.563,1.581,1.622,1.634,1.643
0.0008922,-1.24000,9.00000,1.6903278828,2.5525566698,1.689,1.485,4.0152,4.194,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.685e-01,2.307e-01,1.529e-04,4.187e-05,3.801e-04,-1.000,8.774e-04,1.058,1.280,1.400,1.424,1.436,1.452,1.489,1.500,1.508
0.0008922,-1.24000,9.00000,1.7000000477,2.5531580802,1.699,1.502,4.0134,4.172,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.684e-01,2.307e-01,1.529e-04,4.185e-05,3.803e-04,-1.000,8.476e-04,1.015,1.233,1.349,1.372,1.383,1.399,1.434,1.445,1.452
0.0008922,-1.24000,9.00000,1.7204005718,2.5544011129,1.719,1.539,4.0080,4.118,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.683e-01,2.308e-01,1.530e-04,4.185e-05,3.805e-04,-1.000,8.269e-04,0.921,1.131,1.231,1.252,1.261,1.274,1.302,1.311,1.317
0.0008922,-1.24000,9.00000,1.7394015789,2.5555287621,1.738,1.575,4.0012,4.060,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.682e-01,2.310e-01,1.531e-04,4.186e-05,3.807e-04,-1.000,8.479e-04,0.832,1.033,1.113,1.130,1.136,1.146,1.166,1.173,1.177
0.0008922,-1.24000,9.00000,1.7500000000,2.5561455243,1.749,1.596,3.9968,4.024,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.681e-01,2.311e-01,1.532e-04,4.187e-05,3.809e-04,-1.000,8.342e-04,0.780,0.976,1.044,1.057,1.062,1.069,1.083,1.088,1.092
0.0008922,-1.24000,9.00000,1.7528215647,2.5563082768,1.752,1.601,3.9956,4.014,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.681e-01,2.311e-01,1.532e-04,4.187e-05,3.809e-04,-1.000,8.389e-04,0.766,0.961,1.026,1.038,1.042,1.048,1.062,1.066,1.069
0.0008922,-1.24000,9.00000,1.7709372044,2.5573390254,1.770,1.641,3.9892,3.954,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.679e-01,2.312e-01,1.533e-04,4.189e-05,3.811e-04,-1.000,8.250e-04,0.668,0.855,0.903,0.910,0.911,0.913,0.919,0.921,0.923
0.0008922,-1.24000,9.00000,1.7715203762,2.5573718043,1.770,1.642,3.9891,3.952,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.679e-01,2.312e-01,1.533e-04,4.189e-05,3.811e-04,-1.000,8.248e-04,0.664,0.851,0.899,0.906,0.907,0.909,0.915,0.917,0.918
0.0008922,-1.24000,9.00000,1.7751443386,2.5575749449,1.774,1.654,3.9923,3.954,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.679e-01,2.312e-01,1.533e-04,4.190e-05,3.811e-04,-1.000,8.232e-04,0.635,0.823,0.880,0.892,0.894,0.898,0.908,0.911,0.913
0.0008922,-1.24000,9.00000,1.7796984911,2.5578288785,1.779,1.675,4.0027,3.976,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.679e-01,2.313e-01,1.533e-04,4.190e-05,3.812e-04,-1.000,8.589e-04,0.584,0.779,0.867,0.889,0.896,0.906,0.928,0.935,0.941
0.0008922,-1.24000,9.00000,1.7810024023,2.5579013080,1.780,1.688,4.0126,4.003,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.678e-01,2.313e-01,1.533e-04,4.191e-05,3.812e-04,-1.000,8.555e-04,0.549,0.754,0.872,0.904,0.915,0.930,0.963,0.974,0.982
0.0008922,-1.24000,9.00000,1.7815964222,2.5579342641,1.780,1.703,4.0226,4.028,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.678e-01,2.313e-01,1.533e-04,4.191e-05,3.812e-04,-1.000,8.542e-04,0.513,0.730,0.878,0.918,0.932,0.952,0.997,1.010,1.021
0.0008922,-1.24000,9.00000,1.7818986177,2.5579510201,1.781,1.719,4.0318,4.049,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.678e-01,2.313e-01,1.533e-04,4.191e-05,3.812e-04,-1.000,8.536e-04,0.473,0.703,0.878,0.925,0.943,0.967,1.021,1.037,1.050
0.0008922,-1.24000,9.00000,1.7820968628,2.5579620088,1.781,1.737,4.0404,4.066,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.678e-01,2.313e-01,1.533e-04,4.191e-05,3.812e-04,-1.000,8.532e-04,0.429,0.673,0.873,0.927,0.947,0.974,1.038,1.056,1.071
0.0008922,-1.24000,9.00000,1.7821742296,2.5579662965,1.781,1.743,4.0437,4.072,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.678e-01,2.313e-01,1.533e-04,4.191e-05,3.812e-04,-1.000,8.531e-04,0.411,0.662,0.871,0.927,0.948,0.977,1.043,1.063,1.079
0.0008922,-1.24000,9.00000,1.7822124958,2.5579684170,1.781,1.735,4.0406,4.068,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.678e-01,2.313e-01,1.533e-04,4.191e-05,3.812e-04,-1.000,8.530e-04,0.432,0.676,0.877,0.931,0.951,0.979,1.042,1.061,1.076
0.0008922,-1.24000,9.00000,1.7822980881,2.5579731598,1.781,1.721,4.0321,4.049,2,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.678e-01,2.313e-01,1.533e-04,4.191e-05,3.812e-04,-1.000,8.528e-04,0.468,0.699,0.875,0.923,0.940,0.964,1.019,1.035,1.048
