NUMBER_1,X_WORLD_1,Y_WORLD_1,X_IMAGE_1,Y_IMAGE_1,FLUX_ISO_1,FLUXERR_ISO_1,MAG_ISO_1,MAGERR_ISO_1,BACKGROUND_1,THRESHOLD_1,FLUX_MAX_1,ISOAREA_IMAGE_1,THETA_IMAGE_1,FLAGS_1,ELONGATION_1,ELLIPTICITY_1,NUMBER_2,X_WORLD_2,Y_WORLD_2,X_IMAGE_2,Y_IMAGE_2,FLUX_ISO_2,FLUXERR_ISO_2,MAG_ISO_2,MAGERR_ISO_2,BACKGROUND_2,THRESHOLD_2,FLUX_MAX_2,ISOAREA_IMAGE_2,THETA_IMAGE_2,FLAGS_2,ELONGATION_2,ELLIPTICITY_2,Separation,B_V
1,154.04478247174998,-46.20173406513728,2.8354046,120.12807,211010.38,477.21262,15.463241,0.002456054,95.003265,68.92337,8572.059,345,89.93977,8,8.70689,0.8851484,1,154.04476469518417,-46.20180423591034,2.7188768,120.77532,424237.62,714.2937,15.170977,0.0018285105,222.39586,152.23218,14745.507,364,89.99125,8,10.972051,0.9088593,0.2564684646749624,0.29226398
2,154.53846318519766,-46.19514874416647,3157.6638,83.547905,340077.9,601.0531,14.945054,0.0019193945,94.428474,68.92337,5649.1533,430,41.555435,0,1.0084327,0.008362293,2,154.5385261617744,-46.195158395366064,3158.0652,83.641335,1516536.1,1289.0343,13.787868,9.230847E-4,230.86005,152.23218,25362.693,602,-80.91537,0,1.1130208,0.10154414,0.1607336501642279,1.1571865
3,154.36906694994232,-46.193473661435135,2075.3992,57.56644,208338.62,474.8554,15.477076,0.0024752633,91.685875,68.92337,3407.5186,348,25.6153,0,1.0402218,0.038666546,3,154.36913067472946,-46.19348757243343,2075.8052,57.69838,540038.9,790.4796,14.908937,0.0015896279,231.84953,152.23218,9301.573,366,81.75485,0,1.1198944,0.107058644,0.1665122176768234,0.5681381
5,154.37929648802867,-46.1922580913414,2140.8643,46.915028,77036.52,298.2618,16.557259,0.0042046593,86.65152,68.92337,1281.3993,251,49.68175,2,1.0944614,0.0863086,5,154.3793512128897,-46.192273034259294,2141.213,47.056038,262364.44,572.66797,15.692738,0.0023704334,230.44586,152.23218,4514.017,283,73.524155,2,1.1611031,0.13875008,0.1466042309382658,0.864521
6,154.18880196544325,-46.191927338104776,923.5861,34.634724,857302.94,939.6317,13.941164,0.0011902911,87.87205,68.92337,14227.381,534,-12.913086,0,1.1278102,0.11332601,8,154.18884643999232,-46.191909266327244,923.8714,34.46971,1707463.2,1356.5596,13.6591215,8.628143E-4,217.62248,152.23218,27816.748,568,-74.2828,0,1.0639012,0.060063064,0.12851777842835096,0.2820425
7,154.25017193674788,-46.1927358371343,1315.7045,44.751904,81430.61,304.29282,16.49703,0.0040582037,88.803444,68.92337,1371.3951,235,30.853695,0,1.0481868,0.045971513,7,154.25021727634424,-46.19274344901643,1315.9937,44.82424,223120.11,530.5848,15.868653,0.002582533,219.93442,152.23218,3851.8638,252,73.85727,0,1.1713545,0.1462875,0.11626378553966439,0.62837696
8,154.23232094614707,-46.19226631429,1201.6636,39.614456,358113.34,614.7541,14.888948,0.0018642783,88.35709,68.92337,5675.505,417,20.691294,0,1.0574673,0.054344296,9,154.23234107208933,-46.192278220384225,1201.7914,39.725254,1534799.6,1290.185,13.774871,9.129146E-4,218.33102,152.23218,24881.873,556,66.40363,0,1.0973667,0.08872759,0.06597489867635574,1.1140776
9,154.29479180968366,-46.19157766738523,1600.9146,36.180267,375704.8,627.1594,14.836884,0.0018128464,87.79655,68.92337,6379.5566,368,4.7713275,0,1.1536342,0.13317406,10,154.294806525952,-46.191570173328216,1601.0092,36.111813,2264121.0,1548.7201,13.352751,7.4285344E-4,218.9344,152.23218,37070.7,574,58.368168,0,1.0467314,0.04464495,0.04552861719578461,1.4841328
10,154.27686616706413,-46.192021764947995,1486.3341,39.408997,48679.266,239.92201,17.05564,0.0053524906,87.25797,68.92337,838.9025,187,39.712788,0,1.0394398,0.037943363,11,154.2769134653291,-46.1920338972851,1486.6355,39.523254,120164.44,403.77902,16.54056,0.0036491996,219.01949,152.23218,2221.0671,185,76.889915,0,1.1736166,0.147933,0.12570275161689404,0.5150795
11,154.44891419408506,-46.19057696178414,2585.8787,35.497227,159029.08,414.21033,15.7703085,0.0028286173,87.953255,68.92337,2894.2827,260,-0.28037062,0,1.1973648,0.16483265,12,154.44898730474705,-46.19054808385461,2586.3484,35.235165,438675.2,715.3148,15.134642,0.001770859,220.55336,152.23218,7633.5723,309,-63.93225,0,1.0376107,0.036247313,0.20977477411164125,0.63566685
12,154.65731820003853,-46.19061619087782,3917.6213,50.467533,20785.51,177.54291,17.979599,0.00927625,31.848753,68.92337,180.18445,226,25.42874,2,1.1567818,0.1355328,38,154.65747821441377,-46.19070449620534,3918.634,51.295227,10740.422,145.49573,19.162447,0.01471156,212.77882,152.23218,363.52383,45,-71.81179,0,1.1978562,0.1651752,0.5099841427999715,-1.182848
13,154.37667590625185,-46.19077048907771,2124.2385,33.036007,42119.836,228.5569,17.212784,0.0058930144,85.02296,68.92337,669.0344,204,1.2519069,2,3.6852555,0.7286484,6,154.37657579857722,-46.19056311879075,2123.6157,31.116144,234328.97,554.58167,15.815434,0.0025702144,227.85516,152.23218,6515.596,304,4.250828,2,2.5555143,0.6086893,0.7871168528713745,1.3973494
14,154.45889380660876,-46.191406066199015,2649.5762,43.770576,23439.898,171.26129,17.849112,0.007934751,90.05663,68.92337,488.13477,124,15.160771,0,1.0433363,0.041536212,13,154.45897110356879,-46.19142227775167,2650.0688,43.92506,71171.54,324.76144,17.109234,0.004955505,222.56885,152.23218,1379.185,148,-87.53311,0,1.1457723,0.1272263,0.2012789348675122,0.7398777
15,154.3011987491179,-46.19134436824295,1641.8734,34.344162,7713.588,103.47154,19.055859,0.014567812,87.65472,68.92337,184.49269,63,-4.2070913,0,1.2242178,0.18315184,16,154.3012534292708,-46.19130224976089,1642.2258,33.95808,21920.06,198.24489,18.387896,0.009821777,218.33775,152.23218,478.5735,75,-88.80418,0,1.1306865,0.11558151,0.2038622522674592,0.667963
16,154.54515425108502,-46.189878112012806,3200.9468,35.357727,7628.8164,102.83036,19.067858,0.014638414,89.82378,68.92337,213.46849,62,0.43139863,0,1.0827744,0.07644653,14,154.54522191745812,-46.18984933590406,3201.382,35.096798,18944.186,187.52715,18.54631,0.010750237,221.2682,152.23218,481.72452,70,-84.83601,0,1.3387817,0.25305223,0.1979140382688905,0.5215473
17,154.53611489463162,-46.18997872424911,3143.1726,35.661934,5890.2188,91.95353,19.348671,0.01695379,88.92227,68.92337,173.03795,54,12.578278,0,1.0424548,0.040725827,18,154.5361906758548,-46.18997603510249,3143.657,35.64232,16433.64,174.84326,18.700665,0.011554334,220.96819,152.23218,481.3826,61,-81.08097,0,1.2980719,0.2296266,0.18910764302631866,0.64800644
18,154.13316654587237,-46.19312665824189,567.9943,43.562347,10305.171,118.76665,18.741362,0.012516103,85.98358,68.92337,238.275,80,23.932674,0,1.0768187,0.071338594,20,154.13320072823467,-46.19312266077884,568.21295,43.526688,25727.223,211.49568,18.214018,0.008927676,214.80559,152.23218,576.38135,82,72.3272,0,1.29437,0.22742343,0.08639042025509891,0.52734375
19,154.13599328333822,-46.19321297533892,586.0533,44.462086,12712.058,130.33589,18.51346,0.011134687,85.87218,68.92337,277.76898,90,26.332243,0,1.0895983,0.08223063,21,154.13603750331183,-46.193211372093145,586.33594,44.448902,31091.94,229.94803,18.00838,0.008031778,215.15366,152.23218,669.1685,94,68.11675,0,1.2456005,0.19717437,0.1103482468342605,0.50507927
20,154.5713530985191,-46.18937115352388,3368.4177,32.52529,7114.977,96.1908,19.143566,0.014682157,89.64058,68.92337,342.16742,45,1.9395876,0,2.0542717,0.51320946,17,154.5714500322765,-46.18921461539433,3369.0532,31.087234,44978.496,256.58463,17.607487,0.006195203,219.69922,152.23218,1695.4418,84,-3.2848341,0,1.4197339,0.29564267,0.6131348749048255,1.5360794
21,154.57393142738576,-46.19518538406389,3384.2908,86.38092,566546.8,769.2052,14.390911,0.001474471,95.15697,68.92337,9208.89,529,-18.36637,0,1.0080024,0.007938862,24,154.57402933824235,-46.19518989274794,3384.916,86.429565,1305857.1,1197.793,13.95026,9.961298E-4,231.62836,152.23218,21764.37,556,-73.5874,0,1.1103307,0.09936744,0.2445266552461363,0.44065094
22,154.21571440841583,-46.19642747003168,1095.2859,77.303215,246741.97,514.4425,15.293392,0.002264246,91.85113,68.92337,3927.8926,377,39.04722,0,1.0347854,0.033616006,19,154.21574381176546,-46.19643743943146,1095.4731,77.39651,928387.7,1020.52924,14.320677,0.0011937844,227.99913,152.23218,14767.599,488,74.16817,0,1.1372197,0.12066239,0.08158741067325496,0.9727154
23,154.51054916389938,-46.19127081584705,2979.6753,45.85848,7205.4907,100.514946,19.12984,0.015149452,91.188614,68.92337,199.39412,61,2.0147283,0,1.0572221,0.05412495,28,154.5106234401527,-46.191264955677184,2980.1504,45.809338,17371.273,179.45206,18.64042,0.011218805,224.02245,152.23218,499.13843,64,-81.95351,0,1.1650752,0.14168626,0.18630302179859123,0.48941994
24,154.46071157180305,-46.190248755426595,2661.2969,33.20113,1707.6729,51.55346,20.69299,0.032785587,88.91876,68.92337,113.06591,20,-9.740605,0,1.4971837,0.3320793,26,154.46081710504092,-46.19021528754116,2661.9744,32.8988,4747.4385,101.53497,20.048851,0.023226626,220.04732,152.23218,278.6692,24,86.97276,0,1.1081511,0.09759599,0.28928947863182697,0.64413834
25,154.33611993234643,-46.19302890077984,1864.9014,51.68319,10535.867,124.0214,18.717325,0.0127836885,92.06643,68.92337,172.25938,88,36.559055,0,1.791201,0.44171536,23,154.33630402456257,-46.19313663579476,1866.0696,52.6874,49706.555,287.02402,17.498966,0.0062709656,225.81757,152.23218,816.7643,141,48.64238,0,1.4720051,0.32065457,0.6007397092196911,1.218359
26,154.40670157784484,-46.190504469163415,2316.1338,32.294876,853.0987,36.44368,21.446503,0.046393033,87.86493,68.92337,98.2121,10,10.764559,0,2.1836975,0.5420611,22,154.40680318510329,-46.19043597265779,2316.7888,31.668503,8322.229,129.09335,19.439402,0.016845895,217.14163,152.23218,359.89813,36,-41.190956,0,1.0626539,0.05895984,0.3534485348099431,2.007101
27,154.3174178669488,-46.19168322011638,1745.4932,38.290768,1141.5978,42.5048,21.130217,0.04043474,88.36342,68.92337,99.25987,14,1.2047248,0,1.0288819,0.028071165,34,154.3174445746273,-46.19167571355958,1745.6644,38.22284,2191.9102,70.518555,20.887943,0.034939002,218.2665,152.23218,214.43843,12,-20.104612,0,1.1259022,0.11182338,0.07183483899275399,0.24227333
28,154.1056113864068,-46.194953194240746,391.82074,59.454376,7840.312,106.78546,19.038166,0.014791377,90.34624,68.92337,148.12125,75,-87.62632,0,1.5676906,0.36211902,4,154.10565043142344,-46.19494528085664,392.07065,59.382652,23922.004,217.55087,18.293005,0.009876274,220.44437,152.23218,373.005,79,87.23872,0,1.6139618,0.38040668,0.10138283842596307,0.74516106
29,154.49669742545137,-46.19134599514976,2891.1533,45.636707,3067.8975,67.73504,20.056898,0.023977416,91.09142,68.92337,134.44934,32,20.214808,0,1.1774745,0.15072471,30,154.49675767979687,-46.19137622225491,2891.5354,45.919685,15164.833,169.13344,18.787905,0.012112162,224.1707,152.23218,455.0951,58,-80.090324,0,1.1784074,0.15139705,0.18544372995728556,1.2689934
30,154.05646111876587,-46.19456806106614,77.76455,54.32157,7110.9272,100.28058,19.144184,0.015315121,88.54112,68.92337,181.94412,62,28.75437,0,1.0362606,0.0349918,32,154.05648158606445,-46.19457200814266,77.895164,54.358627,21372.574,196.26973,18.415358,0.009973011,213.8602,152.23218,508.11536,74,64.410034,0,1.3144795,0.23924261,0.0529460951771821,0.7288265
31,154.16949165203815,-46.195826650082225,799.96643,69.85834,40082.426,219.0163,17.266615,0.0059340643,90.320656,68.92337,720.7384,166,30.741068,0,1.0522306,0.049637973,41,154.16953676304678,-46.19582945467699,800.2545,69.886,104742.805,377.82166,16.68969,0.003917351,226.0219,152.23218,1917.2412,164,69.14554,0,1.1896156,0.15939236,0.11286484041940173,0.5769253
32,154.0787101355123,-46.19320694488005,220.00084,42.446507,1125.7896,42.318436,21.145357,0.040822744,87.57247,68.92337,90.84322,14,-10.008179,0,1.0187236,0.01837945,29,154.07865535341665,-46.1932177683467,219.65027,42.544674,8290.159,131.63687,19.443592,0.017244257,212.96144,152.23218,285.28198,39,69.031906,0,1.387976,0.27952647,0.14196994238737448,1.7017651
33,154.34690612774614,-46.20486267073552,1932.9115,161.49504,1.0176874E7,3203.5693,11.254964,3.4186098E-4,99.83857,68.92337,153336.23,1810,28.737326,4,1.0152731,0.015043378,59,154.34697194687524,-46.204881797850874,1933.3304,161.67513,1.8542244E7,4353.067,11.069594,2.5495462E-4,241.05217,152.23218,168359.89,1745,83.18783,4,1.1326717,0.11713165,0.17785790377911642,0.18536949
34,154.3840601859973,-46.19267731644978,2171.2708,51.053127,4582.8623,81.979,19.621159,0.019426547,87.10402,68.92337,148.9826,45,-22.558582,0,1.1328132,0.11724192,39,154.3841246034627,-46.192691562759684,2171.6812,51.188274,8942.073,134.0902,19.361404,0.016285032,227.14693,152.23218,341.9453,39,87.37258,0,1.2344202,0.18990308,0.16852491020655097,0.25975418
35,154.27087229544435,-46.19395020577382,1447.9,56.925503,8429.615,108.4201,18.95948,0.013967924,88.572784,68.92337,222.66034,70,2.5860448,0,1.0780088,0.072363734,35,154.27092014525516,-46.19395410792946,1448.2054,56.96379,20038.684,189.81354,18.485327,0.010286978,222.74423,152.23218,533.27856,69,74.256004,0,1.1847397,0.15593278,0.12006586366091372,0.47415352
36,154.428502915318,-46.192776822361566,2455.254,54.56157,7005.637,99.27686,19.160381,0.015389702,90.10917,68.92337,194.28183,60,13.928671,0,1.1181629,0.105675936,36,154.42857045459863,-46.19276409695915,2455.6865,54.448154,20226.756,190.91621,18.475183,0.010250532,222.91875,152.23218,532.2696,70,89.60587,0,1.1809239,0.15320545,0.17443399130547635,0.68519783
37,154.23653098628188,-46.19424830066918,1228.4391,58.097843,7914.41,105.568474,19.027954,0.014485901,90.01804,68.92337,194.63635,68,11.353865,0,1.1137221,0.10210991,44,154.2365719082805,-46.19425316314375,1228.7002,58.144558,16409.348,175.43552,18.702272,0.0116106365,222.77992,152.23218,436.73492,62,71.84482,0,1.2191027,0.17972463,0.10346814857366309,0.3256817
38,154.14877466306825,-46.19616602687913,667.569,72.196144,34064.207,203.42043,17.443254,0.0064852405,89.44502,68.92337,634.32544,154,34.408222,0,1.0555422,0.052619636,40,154.1488140215177,-46.19616743694727,667.8204,72.21064,97428.12,368.64346,16.76829,0.0041091507,222.09879,152.23218,1728.3059,166,71.636116,0,1.2167447,0.17813486,0.0982081771227108,0.6749649
39,154.13438742124717,-46.195581907298866,575.6672,66.272064,15504.5625,142.48683,18.297852,0.009980333,88.22364,68.92337,317.94684,101,17.753166,0,1.0535964,0.05086994,48,154.13444109453636,-46.1955925769716,576.0096,66.37251,32126.887,232.18752,17.972828,0.0078487415,219.58939,152.23218,710.0576,94,68.611115,0,1.221214,0.18114269,0.1391555508202631,0.32502365
40,154.40083891799765,-46.19393809652727,2278.3826,63.65064,12843.615,130.29385,18.502281,0.011017079,91.58554,68.92337,287.44376,87,19.690998,0,1.0789739,0.07319355,43,154.40089980265415,-46.19395153136636,2278.7705,63.778175,31615.902,229.5753,17.990236,0.007885866,224.65936,152.23218,736.79224,91,83.79986,0,1.1927891,0.16162878,0.15924626436649492,0.5120449
41,154.49579442520084,-46.19326463987504,2885.2014,63.288605,8219.986,106.11438,18.986822,0.014019514,92.98868,68.92337,227.50938,64,5.241694,0,1.0856097,0.078858554,42,154.4958605679945,-46.19327311697532,2885.6233,63.371185,30963.36,229.1632,18.01288,0.008037604,228.2454,152.23218,722.4156,93,-85.912766,0,1.20741,0.17178088,0.16763051476766194,0.9739418
42,154.4607035973812,-46.19293438333295,2661.0027,57.99183,4464.909,80.66966,19.64947,0.019621285,91.7626,68.92337,151.23962,43,29.224573,0,1.14197,0.12432033,47,154.46079038501063,-46.19294291047219,2661.5566,58.07598,13251.9,160.51854,18.934305,0.0131545765,225.7008,152.23218,422.90546,54,89.55357,0,1.214602,0.17668504,0.21844556271687526,0.7151642
43,154.15165270064853,-46.193922194385564,686.0814,51.590893,1403.0485,47.017246,20.906319,0.036392704,87.40189,68.92337,106.88174,17,15.734942,0,1.276157,0.21639735,49,154.15164432633486,-46.1939332286116,686.02734,51.692436,5237.542,106.12704,19.94218,0.022005353,218.2995,152.23218,246.74081,26,67.158806,0,1.222718,0.18214995,0.04487133682535742,0.96413803
44,154.3329228491864,-46.19474706877327,1844.3419,67.376076,10393.594,118.538704,18.732086,0.012385806,93.08707,68.92337,262.017,77,24.781637,0,1.0938833,0.08582562,50,154.33297597517637,-46.19475262085909,1844.6809,67.430115,29183.559,222.65947,18.077154,0.008285767,228.10999,152.23218,690.49976,88,76.51004,0,1.2125822,0.17531365,0.1338878257688228,0.654932
45,154.24726027898794,-46.194971238127415,1296.9518,65.25475,7228.98,100.39541,19.126308,0.015082268,90.284996,68.92337,198.62573,60,4.71564,0,1.0439757,0.042123258,46,154.2472748023985,-46.194981992918486,1297.0438,65.35469,25891.87,211.88457,18.20709,0.008887216,224.16467,152.23218,604.74646,82,77.80042,0,1.2342383,0.18978369,0.05299859437312413,0.91921806
46,154.6714374700549,-46.19178616195404,4007.7112,62.383495,3943.1685,77.97988,19.784388,0.021476677,57.18701,68.92337,116.46383,45,-81.90068,0,1.0296459,0.028792322,63,154.67160173614278,-46.19178448167308,4008.761,62.381065,5124.5527,104.49024,19.96586,0.02214367,218.95717,152.23218,283.10242,25,-66.154495,0,1.3257015,0.24568242,0.40941022455302933,-0.18147278
47,154.1963476291074,-46.194351273155625,971.6605,57.320793,2475.058,61.68613,20.290037,0.027066492,90.55951,68.92337,109.32854,28,24.303,0,1.0159688,0.015717804,55,154.1963718356736,-46.1943521479804,971.8151,57.329872,5213.496,106.01369,19.947178,0.022083236,223.59485,152.23218,264.91412,26,85.69094,0,1.2252394,0.18383294,0.06040423163956817,0.34285927
48,154.6510513879513,-46.19450966557556,3877.1365,85.91741,58884.33,261.68723,16.849,0.004826281,81.87275,68.92337,1043.2971,202,-67.8003,0,1.0206517,0.02023381,56,154.65116709135359,-46.19451800916978,3877.8748,86.003456,143163.25,435.0641,16.35042,0.0033002854,225.41487,152.23218,2643.698,199,-69.65619,0,1.1695095,0.14494073,0.2898890796976348,0.49858093
49,154.09727370581038,-46.19569165448287,338.5071,65.99012,7228.1987,100.8636,19.126425,0.015154242,90.7078,68.92337,189.44495,62,48.983047,0,1.041814,0.04013574,58,154.09732168667261,-46.19568896878807,338.81384,65.966934,14803.158,168.06084,18.814114,0.0123294005,220.83838,152.23218,394.13605,58,68.02386,0,1.2164432,0.17793119,0.1199543146394469,0.31231117
50,154.15475301300037,-46.19731317459164,705.7068,83.01178,41246.96,221.65892,17.23552,0.005836105,91.147285,68.92337,755.19403,166,47.129894,0,1.0451162,0.043168545,51,154.15478045657161,-46.19731516295387,705.882,83.03117,153192.7,447.47873,16.276905,0.0031722263,226.4931,152.23218,2680.7627,203,68.63148,0,1.2026277,0.16848743,0.06875852456258577,0.95861435
51,154.37959587944383,-46.19510627049219,2142.5466,73.22377,12095.445,127.016975,18.567446,0.011404329,91.92497,68.92337,281.3158,85,27.708298,0,1.0392637,0.037780285,57,154.3796366870133,-46.1951206312448,2142.8062,73.35863,32132.938,231.20035,17.972624,0.007813901,234.65575,152.23218,782.60504,92,80.84416,0,1.2245442,0.18336958,0.11407712700554079,0.59482193
52,154.5556700728143,-46.19226128057253,3267.9038,58.091507,2015.6979,55.324432,20.512936,0.029807212,92.55842,68.92337,112.43207,22,-41.167,0,1.0857545,0.07898146,54,154.55580461521436,-46.192225113811716,3268.7673,57.76711,4997.606,103.88101,19.993095,0.022573764,225.74213,152.23218,262.702,25,83.79734,0,1.1942606,0.16266179,0.3596813025723659,0.51984024
53,154.3812881632431,-46.196928338966885,2153.212,90.13863,62991.3,269.5963,16.775799,0.004647969,95.277534,68.92337,1125.846,204,19.547459,0,1.0605997,0.05713719,65,154.38136280192668,-46.19694580327168,2153.6873,90.30405,110614.71,389.6993,16.630468,0.0038260142,236.53386,152.23218,2068.3147,178,84.4619,0,1.1446185,0.12634653,0.1963278674747603,0.14533043
54,154.6452509256928,-46.1930872291394,3840.2327,72.33616,8130.4756,107.69536,18.99871,0.014385033,62.00816,68.92337,198.52975,73,-72.004654,0,1.0199412,0.019551337,53,154.64532872930144,-46.19310241112346,3840.728,72.48233,25529.219,212.12239,18.222406,0.009023579,193.99245,152.23218,599.94885,84,-70.977776,0,1.2602192,0.2064873,0.20144492288226787,0.77630424
56,154.21889332016087,-46.20183790148008,1115.2611,127.3854,1386975.9,1192.2118,13.418828,9.335E-4,93.38641,68.92337,21279.676,724,34.87998,2,1.045918,0.0439021,60,154.2189516989779,-46.20184843120136,1115.6334,127.48512,3011353.5,1785.2869,13.043096,6.4383727E-4,233.54353,152.23218,47395.656,759,68.47845,2,1.1321604,0.116733015,0.15031673619529054,0.37573242
57,154.64807379139103,-46.19351405650178,3858.2224,76.49526,9877.524,116.952415,18.78738,0.0128585175,67.77446,68.92337,211.49492,80,49.818424,0,1.0272512,0.026528358,64,154.64818315974864,-46.193524174106344,3858.9202,76.59716,22669.242,201.28018,18.351408,0.009642593,213.02881,152.23218,545.5995,77,-66.53138,0,1.2637439,0.20870042,0.2749700183722085,0.4359722
58,154.1024905811763,-46.197191539176245,371.76956,80.01152,11067.056,122.32093,18.66392,0.01200324,91.82195,68.92337,246.08423,82,40.758602,0,1.049671,0.047320604,68,154.10253845180227,-46.19719337103926,372.07538,80.03005,26494.43,213.84428,18.182114,0.008765424,223.77246,152.23218,624.6258,83,67.89805,0,1.2752228,0.21582335,0.11946822639962332,0.4818058
59,154.1228017958089,-46.19656849540969,501.5853,74.96347,6224.2446,94.25755,19.288784,0.016445965,89.37626,68.92337,180.07791,56,73.31713,0,1.035566,0.034344494,62,154.12281659124048,-46.19657734884949,501.67938,75.04572,21031.7,195.39941,18.432814,0.010089711,221.22151,152.23218,493.67123,74,69.75995,0,1.3282143,0.24710947,0.04873520999111539,0.8559704
61,154.3055314731444,-46.19557016317724,1669.2546,73.56999,5851.201,91.48186,19.355888,0.0169793,90.82709,68.92337,178.02652,53,40.679447,0,1.0815006,0.07535881,67,154.3055735552708,-46.195576655747615,1669.5231,73.63204,12947.527,158.10863,18.959532,0.0132616805,226.97038,152.23218,427.98956,52,78.66818,0,1.2054083,0.17040563,0.10743837605463505,0.39635658
62,154.17922802590638,-46.196021508395155,862.1694,72.042755,3023.093,68.10462,20.072872,0.024465546,92.06896,68.92337,117.27311,34,-16.354885,0,1.057928,0.054756105,71,154.17926497182455,-46.196018655516156,862.4056,72.01789,8295.791,129.88612,19.442856,0.017003361,227.72568,152.23218,319.06036,37,79.66637,0,1.1981869,0.16540563,0.09263646690589808,0.6300163
63,154.27243818527353,-46.20000011959255,1457.4911,112.84802,235796.17,502.74765,15.342658,0.0023154912,92.30796,68.92337,3808.6777,357,34.504436,0,1.0423611,0.04063964,72,154.2725005494881,-46.20001336110365,1457.8887,112.97322,531080.44,784.4974,14.927099,0.0016042093,232.67114,152.23218,9055.325,364,73.65157,0,1.1405485,0.12322885,0.1625411519984397,0.41555882
64,154.60711365409205,-46.1971979740953,3596.0972,107.38462,167373.02,427.45398,15.714787,0.0027735357,98.598564,68.92337,2869.122,323,-21.12047,0,1.0695828,0.065056026,61,154.6071959492533,-46.19720401426143,3596.6226,107.4465,700406.0,896.65857,14.626625,0.0013902953,236.19649,152.23218,11613.058,447,-57.185024,0,1.1280607,0.11352295,0.20621620959258544,1.0881615
65,154.1492057549564,-46.19814632141594,670.21625,90.49316,25203.59,177.54341,17.770344,0.007650186,91.53159,68.92337,471.98294,133,24.85329,0,1.0524698,0.04985404,73,154.14925354169029,-46.19815367329966,670.5212,90.56282,62173.918,304.57254,17.25598,0.0053200084,226.23013,152.23218,1160.6946,132,68.96235,0,1.2156444,0.17739105,0.12198087757942833,0.51436424
66,154.60469406378644,-46.19354856058805,3581.0293,73.51735,2838.8484,66.02262,20.141144,0.02525692,69.1872,68.92337,112.288925,32,30.087894,0,1.1428933,0.12502772,78,154.6048219428905,-46.19354374903904,3581.847,73.48243,5412.955,106.95027,19.906414,0.02145741,228.11574,152.23218,274.45276,26,-68.52856,0,1.2229787,0.18232429,0.3191461704684609,0.23472977
67,154.18579427260485,-46.20335709359261,903.6977,140.0243,1436191.6,1212.8529,13.380969,9.1711874E-4,95.689835,68.92337,22748.162,733,54.364815,0,1.045903,0.04388833,45,154.18580329015998,-46.20336962366172,903.7546,140.14034,9907542.0,3194.2527,11.750085,3.501331E-4,235.09357,152.23218,154549.27,1276,70.61195,4,1.1370476,0.12052941,0.050394011614907024,1.6308842
68,154.38336636062417,-46.198720361068794,2166.3445,106.79812,107953.39,346.30115,16.19091,0.003483754,96.488144,68.92337,1864.8423,252,21.530428,0,1.0548264,0.05197674,79,154.38343099011456,-46.19873548933302,2166.756,106.941414,266894.53,572.5765,15.67415,0.0023298268,236.84764,152.23218,4919.223,263,81.25718,0,1.1166465,0.10446149,0.17000181369742867,0.5167599
69,154.46625072191367,-46.194902415583755,2696.2693,76.50764,3413.061,70.90985,19.94114,0.022562766,93.96142,68.92337,144.98962,34,-0.3208592,0,1.1124034,0.10104555,75,154.46630347988233,-46.19490067592321,2696.6067,76.4949,12371.422,154.03569,19.008951,0.013521709,229.94957,152.23218,411.15427,49,-81.82805,0,1.1102045,0.09926504,0.13161912617990698,0.93218803
70,154.48677801197599,-46.19421946897345,2827.4976,71.51555,981.5239,39.390045,21.294249,0.043582827,93.89745,68.92337,93.32414,12,-1.9090853,0,1.0284493,0.027662337,70,154.48682749240595,-46.194222449739385,2827.8135,71.546265,6498.128,114.972916,19.708029,0.019214856,229.8767,152.23218,309.5201,29,88.812355,0,1.1150002,0.10313922,0.12377016837209383,1.5862198
71,154.58051938411379,-46.195245595851546,3426.3794,87.41127,13337.829,132.35637,18.461287,0.010776793,94.750595,68.92337,310.04755,88,0.67012984,0,1.0426672,0.04092121,76,154.58059916327977,-46.19524615021921,3426.889,87.42216,39734.145,252.65741,17.74209,0.0069055455,232.4381,152.23218,880.32416,104,-70.84122,0,1.2029092,0.1686821,0.19881419503294578,0.7191963
72,154.34702254805876,-46.19606653274438,1934.3351,80.30266,4719.2324,82.80656,19.589321,0.019055624,95.591415,68.92337,149.04202,45,5.7592278,0,1.1149806,0.10312337,86,154.34707163358712,-46.1960826318312,1934.6475,80.453896,12886.415,156.44083,18.96467,0.013184018,233.25453,152.23218,410.3818,50,84.524506,0,1.0896661,0.08228767,0.13535199065129716,0.62465096
73,154.63384743673095,-46.197084891530956,3766.9229,108.35946,113626.88,354.46506,16.135298,0.0033878344,96.82655,68.92337,2030.0707,253,-71.66988,0,1.0148801,0.014661849,77,154.6339436753021,-46.197081268969114,3767.5383,108.33339,342329.62,639.769,15.403889,0.002029591,231.6668,152.23218,5974.0015,289,-71.33961,0,1.1432785,0.12532252,0.2401661985228377,0.7314091
74,154.11788961666255,-46.197231629261914,470.1638,80.911934,3156.1243,68.72966,20.026115,0.023649389,90.33729,68.92337,130.40247,33,-9.954762,0,1.1107296,0.099690855,87,154.11793596143931,-46.19720019052326,470.46152,80.62334,8629.406,132.9192,19.400047,0.016727716,222.91403,152.23218,293.69238,39,68.52055,0,1.3481339,0.2582339,0.16169758424812847,0.6260681
